Construct;Time;Autofluorescence;Experiment
CP106;4;0,797347438;2
CP105;5;0,907769424;1
CP105;5;0,792783846;1
CP105;5;0,864767255;1
CP105;5;0,799313239;1
CP105;5;0,855397951;1
CP105;5;0,843446602;1
CP105;5;0,784172662;1
CP105;5;0,742616034;1
CP105;5;0,720869565;1
CP105;5;0,842420782;1
CP105;5;0,753680336;1
CP105;5;0,801231611;1
CP105;5;0,844801223;1
CP105;5;0,864452728;1
CP105;5;0,89085319;1
CP105;5;0,883240407;1
CP105;5;0,978011472;1
CP105;5;0,909750567;1
CP105;5;0,826556544;1
CP105;5;0,861561119;1
CP105;5;0,784331248;1
CP105;5;0,786151079;1
CP105;5;0,78968254;1
CP105;5;0,750815217;1
CP105;5;0,943900602;1
CP105;5;0,962786794;1
CP105;5;0,786692759;1
CP105;5;0,880273202;1
CP105;5;0,874392783;1
CP105;5;0,975942261;1
CP105;5;0,808705357;1
CP105;5;0,834332294;1
CP105;5;0,817286036;1
CP105;5;0,822159888;1
CP105;5;0,740237691;1
CP105;5;0,733942625;1
CP105;5;0,838059701;1
CP105;5;0,782797858;1
CP105;5;0,714720591;1
CP105;5;0,745708467;1
CP105;5;0,730534148;1
CP105;5;0,860410831;1
CP105;5;0,828675136;1
CP105;5;0,867267513;1
CP105;5;0,876024225;1
CP105;5;0,765935919;1
CP105;5;0,810490694;1
CP106;5;1,122517671;1
CP106;5;1,112418831;1
CP106;5;1,025370888;1
CP106;5;1,011567611;1
CP106;5;1,309289233;1
CP106;5;1,112945265;1
CP106;5;1,330732155;1
CP106;5;0,944510503;1
CP106;5;1,075719475;1
CP106;5;1,032052449;1
CP106;5;0,987294469;1
CP106;5;1,052906287;1
CP106;5;1,75852949;1
CP106;5;2,167002688;1
CP106;5;1,636070853;1
CP106;5;2,306900726;1
CP106;5;1,268048606;1
CP106;5;1,35165692;1
CP106;5;1,275238408;1
CP106;5;0,906651109;1
CP106;5;1,113972463;1
CP106;5;1,023837436;1
CP106;5;1,186894587;1
CP106;5;1,075575404;1
CP106;5;1,778774752;1
CP106;5;1,393007836;1
CP106;5;1,335455124;1
CP106;5;2,150229358;1
CP106;5;2,008297258;1
CP106;5;2,308882369;1
CP106;5;1,465600406;1
CP106;5;0,924931756;1
CP106;5;0,880060423;1
CP106;5;1,118526623;1
CP106;5;0,840034513;1
CP106;5;0,86404472;1
CP106;5;1,015167931;1
CP106;5;0,996643591;1
CP106;5;0,923493045;1
CP106;5;1,406979664;1
CP106;5;0,986580934;1
CP106;5;1,095080296;1
CP106;5;1,195444915;1
CP106;5;0,803886926;1
CP106;5;1,147261146;1
CP106;5;1,210188679;1
CP106;5;1,21673138;1
CP105;5;1,21063061;2
CP105;5;1,059235039;2
CP105;5;1,03773427;2
CP105;5;0,959020526;2
CP105;5;1,085128451;2
CP105;5;0,914181258;2
CP105;5;0,948900822;2
CP105;5;0,941169115;2
CP105;5;0,903568249;2
CP105;5;0,96748676;2
CP105;5;0,911664779;2
CP105;5;0,823785502;2
CP105;5;0,944332182;2
CP105;5;0,883448452;2
CP105;5;0,980390555;2
CP105;5;1,135595568;2
CP105;5;0,993413327;2
CP105;5;0,920611144;2
CP105;5;0,984755811;2
CP105;5;0,948363586;2
CP105;5;0,878610775;2
CP105;5;0,943950786;2
CP105;5;0,956860707;2
CP105;5;0,915558649;2
CP105;5;0,960993636;2
CP105;5;0,970793019;2
CP105;5;0,885238262;2
CP105;5;0,99702191;2
CP105;5;1,007607524;2
CP105;5;0,966955728;2
CP105;5;0,966102661;2
CP105;5;1,000819784;2
CP105;5;0,917414078;2
CP105;5;0,907723743;2
CP105;5;0,927548324;2
CP105;5;0,84746801;2
CP105;5;0,89857239;2
CP105;5;0,804084084;2
CP105;5;0,868117798;2
CP105;5;0,858927577;2
CP105;5;0,846679118;2
CP105;5;1,061968741;2
CP105;5;0,955552616;2
CP105;5;1,034724022;2
CP105;5;1,041581767;2
CP105;5;0,979868151;2
CP105;5;0,920465009;2
CP106;5;0,806800071;2
CP106;5;0,903381248;2
CP106;5;0,766517952;2
CP106;5;0,817459539;2
CP106;5;0,844158613;2
CP106;5;0,925078793;2
CP106;5;0,742450073;2
CP106;5;0,807266822;2
CP106;5;0,929200828;2
CP106;5;0,789606792;2
CP106;5;0,730809219;2
CP106;5;0,810636183;2
CP106;5;0,686002112;2
CP106;5;0,8825865;2
CP106;5;0,821149392;2
CP106;5;1,113221329;2
CP106;5;0,93461434;2
CP106;5;0,828977972;2
CP106;5;1,317741129;2
CP106;5;1,12435127;2
CP106;5;0,869815426;2
CP106;5;0,867219654;2
CP106;5;0,766070292;2
CP106;5;0,843016862;2
CP106;5;0,889418778;2
CP106;5;0,86950015;2
CP106;5;0,733836103;2
CP106;5;0,565852862;2
CP106;5;0,860245515;2
CP106;5;0,752400235;2
CP106;5;0,794798896;2
CP106;5;1,119927863;2
CP106;5;0,938145181;2
CP106;5;0,829271838;2
CP106;5;0,953125944;2
CP106;5;0,85230942;2
CP106;5;0,829402651;2
CP106;5;0,815961034;2
CP106;5;0,837917627;2
CP106;5;0,800453515;2
CP106;5;0,763254055;2
CP106;5;0,902391076;2
CP106;5;0,909483868;2
CP106;5;0,794986015;2
CP106;5;0,838831729;2
CP106;5;0,857762501;2
CP106;5;0,782663614;2
CP105;6;0,940350877;1
CP105;6;0,763654419;1
CP105;6;0,866372392;1
CP105;6;0,789011828;1
CP105;6;0,877462569;1
CP105;6;0,835760518;1
CP105;6;0,789793165;1
CP105;6;0,737652023;1
CP105;6;0,774202899;1
CP105;6;0,835854981;1
CP105;6;0,788906414;1
CP105;6;0,84125898;1
CP105;6;0,856269113;1
CP105;6;0,865130464;1
CP105;6;0,907763259;1
CP105;6;0,883568383;1
CP105;6;0,979923518;1
CP105;6;0,920181406;1
CP105;6;0,864358323;1
CP105;6;0,844771723;1
CP105;6;0,776884123;1
CP105;6;0,765467626;1
CP105;6;0,757326007;1
CP105;6;0,764402174;1
CP105;6;0,941641566;1
CP105;6;0,929490767;1
CP105;6;0,815720809;1
CP105;6;0,873844918;1
CP105;6;0,891741846;1
CP105;6;1,009222133;1
CP105;6;0,847991071;1
CP105;6;0,760728842;1
CP105;6;0,857263514;1
CP105;6;0,8;1
CP105;6;0,782116582;1
CP105;6;0,752221376;1
CP105;6;0,86641791;1
CP105;6;0,795850067;1
CP105;6;0,726897152;1
CP105;6;0,761419843;1
CP105;6;0,73159713;1
CP105;6;0,863211951;1
CP105;6;0,868965517;1
CP105;6;0,875460877;1
CP105;6;0,903811899;1
CP105;6;0,773355818;1
CP105;6;0,798307953;1
CP106;6;1,313699091;1
CP106;6;1,174512987;1
CP106;6;1,105568695;1
CP106;6;1,177901875;1
CP106;6;1,460239268;1
CP106;6;1,292788879;1
CP106;6;1,517328437;1
CP106;6;1,03745541;1
CP106;6;1,1167924;1
CP106;6;1,231469678;1
CP106;6;1,091429995;1
CP106;6;1,197627521;1
CP106;6;2,039936525;1
CP106;6;2,39516129;1
CP106;6;2,063446055;1
CP106;6;2,586561743;1
CP106;6;1,439242316;1
CP106;6;1,435087719;1
CP106;6;1,350871424;1
CP106;6;0,962368728;1
CP106;6;1,233809281;1
CP106;6;1,252833138;1
CP106;6;1,268376068;1
CP106;6;1,125042941;1
CP106;6;2,02289604;1
CP106;6;1,643459916;1
CP106;6;1,617228941;1
CP106;6;2,145642202;1
CP106;6;2,265512266;1
CP106;6;2,692184583;1
CP106;6;1,527545062;1
CP106;6;0,868516833;1
CP106;6;0,872205438;1
CP106;6;1,323668855;1
CP106;6;0,757031924;1
CP106;6;0,875823518;1
CP106;6;1,074972914;1
CP106;6;1,002936858;1
CP106;6;1,013652756;1
CP106;6;1,429575697;1
CP106;6;1,317864132;1
CP106;6;1,08131532;1
CP106;6;1,300582627;1
CP106;6;1,003028773;1
CP106;6;1,25656051;1
CP106;6;1,433207547;1
CP106;6;1,422167314;1
CP105;6;1,198857676;2
CP105;6;1,058474641;2
CP105;6;1,034638554;2
CP105;6;0,949153763;2
CP105;6;1,101324398;2
CP105;6;0,901866461;2
CP105;6;0,97080047;2
CP105;6;0,946233198;2
CP105;6;0,883158688;2
CP105;6;0,984179124;2
CP105;6;0,929029823;2
CP105;6;0,832147053;2
CP105;6;0,973860896;2
CP105;6;0,887183423;2
CP105;6;0,97597843;2
CP105;6;1,183240997;2
CP105;6;1,02379372;2
CP105;6;0,963825644;2
CP105;6;0,990495907;2
CP105;6;0,976347635;2
CP105;6;0,90259304;2
CP105;6;0,944003365;2
CP105;6;0,958333333;2
CP105;6;0,930873651;2
CP105;6;1,008143434;2
CP105;6;1,11366308;2
CP105;6;0,861412094;2
CP105;6;1,069346947;2
CP105;6;1,080687672;2
CP105;6;0,987859425;2
CP105;6;0,982624053;2
CP105;6;0,973971854;2
CP105;6;0,842577312;2
CP105;6;0,917695137;2
CP105;6;0,929703796;2
CP105;6;0,852640893;2
CP105;6;0,906569998;2
CP105;6;0,821921922;2
CP105;6;0,896652643;2
CP105;6;0,868266436;2
CP105;6;0,8751605;2
CP105;6;1,093775706;2
CP105;6;0,96454792;2
CP105;6;1,049062797;2
CP105;6;1,048449174;2
CP105;6;1,006592472;2
CP105;6;0,912407919;2
CP106;6;0,73357535;2
CP106;6;0,866056844;2
CP106;6;0,766889739;2
CP106;6;0,784502207;2
CP106;6;0,780272882;2
CP106;6;0,899144529;2
CP106;6;0,749939113;2
CP106;6;0,752004466;2
CP106;6;0,925446326;2
CP106;6;0,747516108;2
CP106;6;0,738693467;2
CP106;6;0,814985089;2
CP106;6;0,630514258;2
CP106;6;0,803649083;2
CP106;6;0,805370585;2
CP106;6;1,040418797;2
CP106;6;0,929929386;2
CP106;6;0,827336161;2
CP106;6;1,314542729;2
CP106;6;1,038240918;2
CP106;6;0,865744965;2
CP106;6;0,853985943;2
CP106;6;0,748179054;2
CP106;6;0,851631232;2
CP106;6;0,883060109;2
CP106;6;0,837174499;2
CP106;6;0,700979921;2
CP106;6;0,507716175;2
CP106;6;0,830500472;2
CP106;6;0,585200183;2
CP106;6;0,73233548;2
CP106;6;1,137481214;2
CP106;6;0,98942935;2
CP106;6;0,787510295;2
CP106;6;0,892781637;2
CP106;6;0,877298891;2
CP106;6;0,826189247;2
CP106;6;0,792131885;2
CP106;6;0,823660714;2
CP106;6;0,751322751;2
CP106;6;0,739791012;2
CP106;6;0,854843871;2
CP106;6;0,863273813;2
CP106;6;0,863203149;2
CP106;6;0,804646532;2
CP106;6;0,819379655;2
CP106;6;0,742559406;2
CP105;7;0,94887218;1
CP105;7;0,757365111;1
CP105;7;0,856741573;1
CP105;7;0,795116368;1
CP105;7;0,868794326;1
CP105;7;0,847087379;1
CP105;7;0,799235612;1
CP105;7;0,728220402;1
CP105;7;0,711014493;1
CP105;7;0,854410505;1
CP105;7;0,803364879;1
CP105;7;0,85083818;1
CP105;7;0,87882263;1
CP105;7;0,874279905;1
CP105;7;0,931591084;1
CP105;7;0,915382092;1
CP105;7;0,947100064;1
CP105;7;0,97414966;1
CP105;7;0,890724269;1
CP105;7;0,808541973;1
CP105;7;0,81411975;1
CP105;7;0,748021583;1
CP105;7;0,758547009;1
CP105;7;0,720380435;1
CP105;7;0,952560241;1
CP105;7;0,895075546;1
CP105;7;0,815394651;1
CP105;7;0,952591402;1
CP105;7;0,912907703;1
CP105;7;1,066960706;1
CP105;7;0,814955357;1
CP105;7;0,770318868;1
CP105;7;0,831644144;1
CP105;7;0,791023843;1
CP105;7;0,813242784;1
CP105;7;0,787001777;1
CP105;7;0,879104478;1
CP105;7;0,794176707;1
CP105;7;0,70580561;1
CP105;7;0,813209194;1
CP105;7;0,778899814;1
CP105;7;0,880485528;1
CP105;7;0,857713249;1
CP105;7;0,86808685;1
CP105;7;0,894549341;1
CP105;7;0,788870152;1
CP105;7;0,824703892;1
CP106;7;1,360821272;1
CP106;7;1,278003247;1
CP106;7;1,198451946;1
CP106;7;1,309134424;1
CP106;7;1,646023927;1
CP106;7;1,498696785;1
CP106;7;1,709662612;1
CP106;7;1,138525565;1
CP106;7;1,116233585;1
CP106;7;1,377344746;1
CP106;7;1,156452417;1
CP106;7;1,253855279;1
CP106;7;2,230097858;1
CP106;7;2,58702957;1
CP106;7;2,487600644;1
CP106;7;2,691283293;1
CP106;7;1,500357398;1
CP106;7;1,562573099;1
CP106;7;1,364024992;1
CP106;7;0,988039673;1
CP106;7;1,339622642;1
CP106;7;1,486322782;1
CP106;7;1,31965812;1
CP106;7;1,171418756;1
CP106;7;2,133663366;1
CP106;7;1,704942737;1
CP106;7;1,820072141;1
CP106;7;2,244266055;1
CP106;7;2,374098124;1
CP106;7;2,897839424;1
CP106;7;1,654734704;1
CP106;7;0,872838944;1
CP106;7;0,834138973;1
CP106;7;1,404996353;1
CP106;7;0,737704918;1
CP106;7;0,82731084;1
CP106;7;1,104442037;1
CP106;7;1,042584435;1
CP106;7;1,014940752;1
CP106;7;1,526236505;1
CP106;7;1,545149567;1
CP106;7;1,141473362;1
CP106;7;1,388771186;1
CP106;7;1,069914185;1
CP106;7;1,322038217;1
CP106;7;1,526792453;1
CP106;7;1,513942817;1
CP105;7;1,261918639;2
CP105;7;1,067447342;2
CP105;7;1,055555556;2
CP105;7;0,943896291;2
CP105;7;1,125019946;2
CP105;7;0,918542749;2
CP105;7;0,990266823;2
CP105;7;0,940418881;2
CP105;7;0,896719403;2
CP105;7;1,009385265;2
CP105;7;0,931294828;2
CP105;7;0,831801534;2
CP105;7;0,972492015;2
CP105;7;0,895471988;2
CP105;7;0,962660348;2
CP105;7;1,186357341;2
CP105;7;1,071074802;2
CP105;7;0,937612343;2
CP105;7;1,032464477;2
CP105;7;0,996493399;2
CP105;7;0,874916028;2
CP105;7;0,967138125;2
CP105;7;0,960932086;2
CP105;7;0,963661678;2
CP105;7;1,029083693;2
CP105;7;1,145492359;2
CP105;7;0,867645345;2
CP105;7;1,101893214;2
CP105;7;1,10578651;2
CP105;7;0,992514833;2
CP105;7;0,962627471;2
CP105;7;0,98415084;2
CP105;7;0,807993112;2
CP105;7;0,933387822;2
CP105;7;0,953274927;2
CP105;7;0,867206643;2
CP105;7;0,92585395;2
CP105;7;0,825465465;2
CP105;7;0,915431986;2
CP105;7;0,871173233;2
CP105;7;0,886599743;2
CP105;7;1,093958505;2
CP105;7;0,953105364;2
CP105;7;1,055627537;2
CP105;7;1,065806354;2
CP105;7;1,012546963;2
CP105;7;0,916263812;2
CP106;7;0,741544183;2
CP106;7;0,892763803;2
CP106;7;0,758657319;2
CP106;7;0,742128494;2
CP106;7;0,766699829;2
CP106;7;0,909140027;2
CP106;7;0,705735509;2
CP106;7;0,762813356;2
CP106;7;0,950961612;2
CP106;7;0,729752514;2
CP106;7;0,750823081;2
CP106;7;0,795601392;2
CP106;7;0,586643919;2
CP106;7;0,757799206;2
CP106;7;0,718225246;2
CP106;7;1,017409301;2
CP106;7;0,905961434;2
CP106;7;0,808660555;2
CP106;7;1,305247376;2
CP106;7;1,111786397;2
CP106;7;0,84749807;2
CP106;7;0,831317672;2
CP106;7;0,724701223;2
CP106;7;0,804893695;2
CP106;7;0,861698957;2
CP106;7;0,824528584;2
CP106;7;0,671438178;2
CP106;7;0,451865763;2
CP106;7;0,826912181;2
CP106;7;0,520279538;2
CP106;7;0,755079856;2
CP106;7;1,126360084;2
CP106;7;0,975142456;2
CP106;7;0,809699142;2
CP106;7;0,890607067;2
CP106;7;0,877860452;2
CP106;7;0,827336891;2
CP106;7;0,578793556;2
CP106;7;0,819628456;2
CP106;7;0,732300328;2
CP106;7;0,714532983;2
CP106;7;0,842179856;2
CP106;7;0,855143313;2
CP106;7;0,854501191;2
CP106;7;0,785263857;2
CP106;7;0,824862918;2
CP106;7;0,711691798;2
CP105;8;0,970927318;1
CP105;8;0,781198279;1
CP105;8;0,906500803;1
CP105;8;0,876001526;1
CP105;8;0,902285264;1
CP105;8;0,872977346;1
CP105;8;0,809577338;1
CP105;8;0,743857036;1
CP105;8;0,749855072;1
CP105;8;0,87210962;1
CP105;8;0,851209253;1
CP105;8;0,870338693;1
CP105;8;0,849388379;1
CP105;8;0,924432396;1
CP105;8;0,924289008;1
CP105;8;0,947523778;1
CP105;8;0,984384959;1
CP105;8;1,027210884;1
CP105;8;0,945362135;1
CP105;8;0,834462445;1
CP105;8;0,817396485;1
CP105;8;0,784532374;1
CP105;8;0,778083028;1
CP105;8;0,800543478;1
CP105;8;0,986069277;1
CP105;8;1,00195859;1
CP105;8;0,835616438;1
CP105;8;0,982723986;1
CP105;8;0,970506593;1
CP105;8;1,22052927;1
CP105;8;0,858035714;1
CP105;8;0,790697674;1
CP105;8;0,82347973;1
CP105;8;0,782328191;1
CP105;8;0,81041313;1
CP105;8;0,822797664;1
CP105;8;0,917910448;1
CP105;8;0,837014726;1
CP105;8;0,727332029;1
CP105;8;0,857433809;1
CP105;8;0,829657188;1
CP105;8;0,886087768;1
CP105;8;0,850816697;1
CP105;8;0,870544859;1
CP105;8;0,902030638;1
CP105;8;0,833389545;1
CP105;8;0,800338409;1
CP106;8;1,419387412;1
CP106;8;1,336038961;1
CP106;8;1,277789723;1
CP106;8;1,437973674;1
CP106;8;1,780436312;1
CP106;8;1,616854909;1
CP106;8;1,825797567;1
CP106;8;1,162306778;1
CP106;8;1,093322157;1
CP106;8;1,434347113;1
CP106;8;1,262082711;1
CP106;8;1,187663108;1
CP106;8;2,310235387;1
CP106;8;2,74563172;1
CP106;8;2,659903382;1
CP106;8;2,712469734;1
CP106;8;1,537884203;1
CP106;8;1,658089669;1
CP106;8;1,392305163;1
CP106;8;0,968494749;1
CP106;8;1,396736359;1
CP106;8;1,659632669;1
CP106;8;1,335897436;1
CP106;8;1,258330471;1
CP106;8;2,359839109;1
CP106;8;1,911693791;1
CP106;8;1,855293868;1
CP106;8;2,38331422;1
CP106;8;2,525613276;1
CP106;8;3,100560149;1
CP106;8;1,833714141;1
CP106;8;0,859872611;1
CP106;8;0,816314199;1
CP106;8;1,420860686;1
CP106;8;0,691803279;1
CP106;8;0,809143542;1
CP106;8;1,14907909;1
CP106;8;0,99014055;1
CP106;8;1,007727975;1
CP106;8;1,667838313;1
CP106;8;1,697232318;1
CP106;8;1,220749426;1
CP106;8;1,463188559;1
CP106;8;1,124684503;1
CP106;8;1,41044586;1
CP106;8;1,58490566;1
CP106;8;1,526297211;1
CP105;8;1,268679333;2
CP105;8;1,090031176;2
CP105;8;1,085174029;2
CP105;8;0,946489017;2
CP105;8;1,11712143;2
CP105;8;0,899365018;2
CP105;8;1,031045477;2
CP105;8;0,934354486;2
CP105;8;0,880624615;2
CP105;8;1,026211705;2
CP105;8;0,943051286;2
CP105;8;0,825374888;2
CP105;8;1,028225018;2
CP105;8;0,913891021;2
CP105;8;0,976141842;2
CP105;8;1,240373961;2
CP105;8;1,069951493;2
CP105;8;0,937837028;2
CP105;8;1,051472664;2
CP105;8;0,958127063;2
CP105;8;0,881163509;2
CP105;8;0,979757085;2
CP105;8;0,994022869;2
CP105;8;0,933240515;2
CP105;8;1,067542599;2
CP105;8;1,103987702;2
CP105;8;0,871490155;2
CP105;8;1,135715805;2
CP105;8;1,125134779;2
CP105;8;1,000638978;2
CP105;8;0,999829089;2
CP105;8;1,035592294;2
CP105;8;0,822486905;2
CP105;8;0,953085411;2
CP105;8;0,976289807;2
CP105;8;0,874285325;2
CP105;8;0,921892518;2
CP105;8;0,856096096;2
CP105;8;0,905676483;2
CP105;8;0,881934566;2
CP105;8;0,865647251;2
CP105;8;1,132529019;2
CP105;8;0,949533699;2
CP105;8;1,062624169;2
CP105;8;1,090785601;2
CP105;8;1,01325583;2
CP105;8;0,909990792;2
CP106;8;0,735788914;2
CP106;8;0,918654035;2
CP106;8;0,761206713;2
CP106;8;0,733889161;2
CP106;8;0,757888005;2
CP106;8;0,913012157;2
CP106;8;0,699829518;2
CP106;8;0,761087994;2
CP106;8;1,020841315;2
CP106;8;0,734870838;2
CP106;8;0,742072431;2
CP106;8;0,800633698;2
CP106;8;0,588512471;2
CP106;8;0,753639629;2
CP106;8;0,641430226;2
CP106;8;1,016922328;2
CP106;8;0,919133623;2
CP106;8;0,835066357;2
CP106;8;1,317341329;2
CP106;8;1,193116635;2
CP106;8;0,878938873;2
CP106;8;0,810675616;2
CP106;8;0,741743865;2
CP106;8;0,875458211;2
CP106;8;0,894783905;2
CP106;8;0,795270877;2
CP106;8;0,66490537;2
CP106;8;0,435943496;2
CP106;8;0,835127479;2
CP106;8;0,514923911;2
CP106;8;0,724642529;2
CP106;8;1,12359483;2
CP106;8;1,026756958;2
CP106;8;0,827043263;2
CP106;8;0,850196315;2
CP106;8;0,940965885;2
CP106;8;0,84305962;2
CP106;8;0,643911577;2
CP106;8;0,821428571;2
CP106;8;0,73154447;2
CP106;8;0,676068979;2
CP106;8;0,839528185;2
CP106;8;0,872330572;2
CP106;8;0,856003315;2
CP106;8;0,787719881;2
CP106;8;0,835420247;2
CP106;8;0,70411305;2